supermarket,name,price,image_url,url,barcode
Tienda Inglesa,Caldo KNORR de Carne x 12 Cubos,131.0,"https://prod-resize.tiendainglesa.com.uy/images/small/P057487-1.jpg?20230410180020,Caldo-KNORR-de-Carne-x-12-Cubos-en-Tienda-Inglesa","https://www.tiendainglesa.com.uy/supermercado/caldo-knorr-de-carne-x-12-cubos.producto?5570,,42",7730343001428
Tienda Inglesa,Aceite de Arroz SAMAN 900 ml,167.0,"https://prod-resize.tiendainglesa.com.uy/images/small/P129086-1.jpg?20211127110024,Aceite-de-Arroz-SAMAN-900-ml-en-Tienda-Inglesa","https://www.tiendainglesa.com.uy/supermercado/aceite-de-arroz-saman-900-ml.producto?8637,,42",7730115000130
Tienda Inglesa,Aceite de Girasol NATURA 3 L,408.0,"https://prod-resize.tiendainglesa.com.uy/images/small/P030360-1.jpg?20220816000017,Aceite-de-Girasol-NATURA-3-L-en-Tienda-Inglesa","https://www.tiendainglesa.com.uy/supermercado/aceite-de-girasol-natura-3-l.producto?30245,,42",7790272001036
Tienda Inglesa,Papas Fritas RUFFLES Original 230 gr,212.0,"https://prod-resize.tiendainglesa.com.uy/images/small/P522880-2.jpg?20220408125839,Papas-Fritas-RUFFLES-Original-230-gr-en-Tienda-Inglesa","https://www.tiendainglesa.com.uy/supermercado/papas-fritas-ruffles-original-230-gr.producto?1522880,,42",7802000015359
Tienda Inglesa,Café Glaseado TIENDA INGLESA 500 g,486.0,"https://prod-resize.tiendainglesa.com.uy/images/small/P022794-1.jpg?20220425093012,Cafe-Glaseado-TIENDA-INGLESA-500-g-en-Tienda-Inglesa","https://www.tiendainglesa.com.uy/supermercado/cafe-glaseado-tienda-inglesa-500-g.producto?2101,,42",7730127002283
Tienda Inglesa,Garbanzos CIDACOS Extra 570 g,177.0,"https://prod-resize.tiendainglesa.com.uy/images/small/P047072-2.jpg?20231214161735,Garbanzos-CIDACOS-Extra-570-g-en-Tienda-Inglesa","https://www.tiendainglesa.com.uy/supermercado/garbanzos-cidacos-extra-570-g.producto?5254,,42",8410313325516
Tienda Inglesa,Almidón de Maíz LA ABUNDANCIA  400g,75.0,"https://prod-resize.tiendainglesa.com.uy/images/small/P055633-1.jpg?20170830115449,Almidon-de-Maiz-LA-ABUNDANCIA-400g-en-Tienda-Inglesa","https://www.tiendainglesa.com.uy/supermercado/almidon-de-maiz-la-abundancia-400g.producto?5495,,42",7730195000648
Tienda Inglesa,Pulpa de Tomate GOURMET sin Sal 1.010 Kg    Antes,79.0,"https://prod-resize.tiendainglesa.com.uy/images/small/P142908-1.jpg?20220111155842,Pulpa-de-Tomate-GOURMET-sin-Sal-1.010-Kg-en-Tienda-Inglesa","https://www.tiendainglesa.com.uy/supermercado/pulpa-de-tomate-gourmet-sin-sal-1.010-kg.producto?9342,,42",7730306001427
Tienda Inglesa,Papas Fritas LAY'S Stax sabor Crema y Cebolla 155 g    Antes,169.0,"https://prod-resize.tiendainglesa.com.uy/images/small/P182485-1.jpg?20200420120416,Papas-Fritas-LAY%27S-Stax-sabor-Crema-y-Cebolla-155-g-en-Tienda-Inglesa","https://www.tiendainglesa.com.uy/supermercado/papas-fritas-lays-stax-sabor-crema-y-cebolla-155-g.producto?53933,,42",7501011178878
Tienda Inglesa,Grisines MIA Italianos 130g,166.0,"https://prod-resize.tiendainglesa.com.uy/images/small/P322153-1.jpg?20240716190038,Grisines-MIA-Italianos-130g-en-Tienda-Inglesa","https://www.tiendainglesa.com.uy/supermercado/grisines-mia-italianos-130g.producto?250736,,42",7730988510279
