supermarket,name,price,original_price,brand,barcode,image_url,url,description
Disco,Dulce de leche COLONIAL 1 kg,169.0,"$
169
/ un.",,,https://gdu-multimedia.azurewebsites.net/api/gdu/multimedia/cd6a809c-f4ce-4ee2-8dba-bc1c14ea60ff/content,https://www.disco.com.uy/#,
