supermarket,name,price,original_price,brand,barcode,image_url,url,description
Tienda Inglesa,Empanadas de Espinaca y Queso TIENDA INGLESA (6 un.) 420 g    Antes $ 396   $ 277,6.0,Empanadas de Espinaca y Queso TIENDA INGLESA (6 un.) 420 g    Antes $ 396   $ 277,Empanadas,,"https://prod-resize.tiendainglesa.com.uy/images/small/P545472-1.jpg?20230118210021,Empanadas-de-Espinaca-y-Queso-TIENDA-INGLESA-6-un.-420-g-en-Tienda-Inglesa","https://www.tiendainglesa.com.uy/supermercado/empanadas-de-espinaca-y-queso-tienda-inglesa-6-un.-420-g.producto?1545472,,42",
