similarity_score,price_difference,cheaper_store,supermarket_1,name_1,price_1,barcode_1,supermarket_2,name_2,price_2,barcode_2
1.0,0.0,Devoto,Disco,Dulce de leche COLONIAL 1 kg,169.0,,Devoto,Dulce de leche COLONIAL 1 kg,169.0,
